poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,question_id,sample_size,population,population_full,tracking,created_at,url,url_article,url_topline,url_crosstab,source,partisan,race_id,cycle,office_type,seat_number,election_date,stage,nationwide_batch,ranked_choice_reallocated,hypothetical,party,answer,candidate_id,candidate_name,pct
88963,1102,Emerson,9601185,The Hill | Nexstar,Emerson College,88,Emerson College,2.9,-1.1,Online Panel/Text-to-Web,7,Montana,2024-10-23,2024-10-25,214403,1000,lv,lv,NA,10/27/24 10:42,https://emersoncollegepolling.com/october-2024-montana-poll-sheehy-50-tester-46/,https://emersoncollegepolling.com/october-2024-montana-poll-sheehy-50-tester-46/,NA,https://docs.google.com/spreadsheets/d/1QpH9_i2LJohrM3eAWQkaVl1IEgYMvkwB/edit?gid=960247444#gid=960247444,NA,NA,8833,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,39.6
88963,1102,Emerson,9601185,The Hill | Nexstar,Emerson College,88,Emerson College,2.9,-1.1,Online Panel/Text-to-Web,7,Montana,2024-10-23,2024-10-25,214403,1000,lv,lv,NA,10/27/24 10:42,https://emersoncollegepolling.com/october-2024-montana-poll-sheehy-50-tester-46/,https://emersoncollegepolling.com/october-2024-montana-poll-sheehy-50-tester-46/,NA,https://docs.google.com/spreadsheets/d/1QpH9_i2LJohrM3eAWQkaVl1IEgYMvkwB/edit?gid=960247444#gid=960247444,NA,NA,8833,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,58.6
88956,1102,Emerson,NA,NA,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,NA,2024-10-23,2024-10-24,214352,1000,lv,lv,NA,10/26/24 10:05,https://emersoncollegepolling.com/october-2024-national-poll-trump-49-harris-49/,https://emersoncollegepolling.com/october-2024-national-poll-trump-49-harris-49/,NA,https://docs.google.com/spreadsheets/d/1-lCMd8bb4RhCvL8zkLiulKvxWAYCN8ov/edit?gid=301016065#gid=301016065,NA,NA,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,49.3
88956,1102,Emerson,NA,NA,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,NA,2024-10-23,2024-10-24,214352,1000,lv,lv,NA,10/26/24 10:05,https://emersoncollegepolling.com/october-2024-national-poll-trump-49-harris-49/,https://emersoncollegepolling.com/october-2024-national-poll-trump-49-harris-49/,NA,https://docs.google.com/spreadsheets/d/1-lCMd8bb4RhCvL8zkLiulKvxWAYCN8ov/edit?gid=301016065#gid=301016065,NA,NA,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,49.3
88933,1102,Emerson,43960,7News/WHDH | The Hill,Emerson College,88,Emerson College,2.9,-1.1,Online Panel/Text-to-Web,7,New Hampshire,2024-10-21,2024-10-23,214101,915,lv,lv,NA,10/25/24 08:56,https://emersoncollegepolling.com/october-2024-new-hampshire-poll-harris-50-trump-47/,https://emersoncollegepolling.com/october-2024-new-hampshire-poll-harris-50-trump-47/,NA,https://docs.google.com/spreadsheets/d/1oROXvVwa-Hml4Fw03-O5IoJ5SSk0AE_Y/edit?rtpof=true&sd=true&gid=534825793#gid=534825793,NA,NA,8848,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,50.9
88933,1102,Emerson,43960,7News/WHDH | The Hill,Emerson College,88,Emerson College,2.9,-1.1,Online Panel/Text-to-Web,7,New Hampshire,2024-10-21,2024-10-23,214101,915,lv,lv,NA,10/25/24 08:56,https://emersoncollegepolling.com/october-2024-new-hampshire-poll-harris-50-trump-47/,https://emersoncollegepolling.com/october-2024-new-hampshire-poll-harris-50-trump-47/,NA,https://docs.google.com/spreadsheets/d/1oROXvVwa-Hml4Fw03-O5IoJ5SSk0AE_Y/edit?rtpof=true&sd=true&gid=534825793#gid=534825793,NA,NA,8848,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,47.2
88911,1102,Emerson,2180,RealClearPennsylvania,Emerson College,88,Emerson College,2.9,-1.1,Online Panel/Text-to-Web,7,Pennsylvania,2024-10-21,2024-10-22,213975,860,lv,lv,NA,10/24/24 08:59,https://emersoncollegepolling.com/october-2024-pennsylvania-poll-trump-49-harris-48/,https://emersoncollegepolling.com/october-2024-pennsylvania-poll-trump-49-harris-48/,NA,https://docs.google.com/spreadsheets/d/1kh4pSlw-sPe6g1jfUiXKVpid5dYJx4u4/edit?gid=1849198702#gid=1849198702,NA,NA,8872,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,49
88911,1102,Emerson,2180,RealClearPennsylvania,Emerson College,88,Emerson College,2.9,-1.1,Online Panel/Text-to-Web,7,Pennsylvania,2024-10-21,2024-10-22,213975,860,lv,lv,NA,10/24/24 08:59,https://emersoncollegepolling.com/october-2024-pennsylvania-poll-trump-49-harris-48/,https://emersoncollegepolling.com/october-2024-pennsylvania-poll-trump-49-harris-48/,NA,https://docs.google.com/spreadsheets/d/1kh4pSlw-sPe6g1jfUiXKVpid5dYJx4u4/edit?gid=1849198702#gid=1849198702,NA,NA,8872,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,50.7
88912,1102,Emerson,2204,RealClearWorld,Emerson College,88,Emerson College,2.9,-1.1,Online Panel/Text-to-Web,7,North Carolina,2024-10-21,2024-10-22,213976,950,lv,lv,NA,10/24/24 08:59,https://emersoncollegepolling.com/october-2024-polls-trump-and-harris-locked-in-tight-race/,https://emersoncollegepolling.com/october-2024-polls-trump-and-harris-locked-in-tight-race/,NA,https://docs.google.com/spreadsheets/d/1hWJ8RI-6ImvPds-CMddDS2UyhN6gfqm3/edit?usp=sharing&ouid=107857247170786005927&rtpof=true&sd=true,NA,NA,8839,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,48.2
88912,1102,Emerson,2204,RealClearWorld,Emerson College,88,Emerson College,2.9,-1.1,Online Panel/Text-to-Web,7,North Carolina,2024-10-21,2024-10-22,213976,950,lv,lv,NA,10/24/24 08:59,https://emersoncollegepolling.com/october-2024-polls-trump-and-harris-locked-in-tight-race/,https://emersoncollegepolling.com/october-2024-polls-trump-and-harris-locked-in-tight-race/,NA,https://docs.google.com/spreadsheets/d/1hWJ8RI-6ImvPds-CMddDS2UyhN6gfqm3/edit?usp=sharing&ouid=107857247170786005927&rtpof=true&sd=true,NA,NA,8839,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,50.2
88913,1102,Emerson,2204,RealClearWorld,Emerson College,88,Emerson College,2.9,-1.1,Online Panel/Text-to-Web,7,Wisconsin,2024-10-21,2024-10-22,213977,800,lv,lv,NA,10/24/24 08:59,https://emersoncollegepolling.com/october-2024-polls-trump-and-harris-locked-in-tight-race/,https://emersoncollegepolling.com/october-2024-polls-trump-and-harris-locked-in-tight-race/,NA,https://docs.google.com/spreadsheets/d/1hWJ8RI-6ImvPds-CMddDS2UyhN6gfqm3/edit?usp=sharing&ouid=107857247170786005927&rtpof=true&sd=true,NA,NA,8905,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,49.2
88913,1102,Emerson,2204,RealClearWorld,Emerson College,88,Emerson College,2.9,-1.1,Online Panel/Text-to-Web,7,Wisconsin,2024-10-21,2024-10-22,213977,800,lv,lv,NA,10/24/24 08:59,https://emersoncollegepolling.com/october-2024-polls-trump-and-harris-locked-in-tight-race/,https://emersoncollegepolling.com/october-2024-polls-trump-and-harris-locked-in-tight-race/,NA,https://docs.google.com/spreadsheets/d/1hWJ8RI-6ImvPds-CMddDS2UyhN6gfqm3/edit?usp=sharing&ouid=107857247170786005927&rtpof=true&sd=true,NA,NA,8905,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,49.9
88918,1102,Emerson,333960,KELO-TV | The Hill,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,South Dakota,2024-10-19,2024-10-22,214015,825,lv,lv,NA,10/24/24 09:15,https://emersoncollegepolling.com/october-2024-south-dakota-poll-trump-62-harris-35/,https://emersoncollegepolling.com/october-2024-south-dakota-poll-trump-62-harris-35/,NA,https://docs.google.com/spreadsheets/d/1Ss4zZ6JMelBtaJUYRSzAc5O4IZ72TK67/edit?gid=1938104335#gid=1938104335,NA,NA,8883,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,36.5
88918,1102,Emerson,333960,KELO-TV | The Hill,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,South Dakota,2024-10-19,2024-10-22,214015,825,lv,lv,NA,10/24/24 09:15,https://emersoncollegepolling.com/october-2024-south-dakota-poll-trump-62-harris-35/,https://emersoncollegepolling.com/october-2024-south-dakota-poll-trump-62-harris-35/,NA,https://docs.google.com/spreadsheets/d/1Ss4zZ6JMelBtaJUYRSzAc5O4IZ72TK67/edit?gid=1938104335#gid=1938104335,NA,NA,8883,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,62
88875,1102,Emerson,96011852089,The Hill | Nexstar | WDVM (DC News Now),Emerson College,88,Emerson College,2.9,-1.1,Online Panel/Text-to-Web,7,Maryland,2024-10-19,2024-10-21,213747,865,lv,lv,NA,10/23/24 09:11,https://emersoncollegepolling.com/october-2024-maryland-poll-alsobrooks-d-54-hogan-r-40/,https://emersoncollegepolling.com/october-2024-maryland-poll-alsobrooks-d-54-hogan-r-40/,NA,https://docs.google.com/spreadsheets/d/1LBKyt7-MaIUDoHtgMWDGTt-f-WakmVlR/edit?gid=2045811530#gid=2045811530,NA,NA,8814,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,64
88875,1102,Emerson,96011852089,The Hill | Nexstar | WDVM (DC News Now),Emerson College,88,Emerson College,2.9,-1.1,Online Panel/Text-to-Web,7,Maryland,2024-10-19,2024-10-21,213747,865,lv,lv,NA,10/23/24 09:11,https://emersoncollegepolling.com/october-2024-maryland-poll-alsobrooks-d-54-hogan-r-40/,https://emersoncollegepolling.com/october-2024-maryland-poll-alsobrooks-d-54-hogan-r-40/,NA,https://docs.google.com/spreadsheets/d/1LBKyt7-MaIUDoHtgMWDGTt-f-WakmVlR/edit?gid=2045811530#gid=2045811530,NA,NA,8814,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,34.4
88877,1102,Emerson,9601185,The Hill | Nexstar,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Texas,2024-10-18,2024-10-21,213749,815,lv,lv,NA,10/23/24 09:11,https://emersoncollegepolling.com/october-2024-texas-poll-trump-53-harris-46/,https://emersoncollegepolling.com/october-2024-texas-poll-trump-53-harris-46/,NA,https://docs.google.com/spreadsheets/d/1CsHWWKUzNy7uZRZzUKhNpC5vU7aa7qFH/edit?gid=303389226#gid=303389226,NA,NA,8889,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,45.9
88877,1102,Emerson,9601185,The Hill | Nexstar,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Texas,2024-10-18,2024-10-21,213749,815,lv,lv,NA,10/23/24 09:11,https://emersoncollegepolling.com/october-2024-texas-poll-trump-53-harris-46/,https://emersoncollegepolling.com/october-2024-texas-poll-trump-53-harris-46/,NA,https://docs.google.com/spreadsheets/d/1CsHWWKUzNy7uZRZzUKhNpC5vU7aa7qFH/edit?gid=303389226#gid=303389226,NA,NA,8889,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,53.1
88876,1102,Emerson,9601185,The Hill | Nexstar,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Florida,2024-10-18,2024-10-20,213748,860,lv,lv,NA,10/23/24 09:11,https://emersoncollegepolling.com/october-2024-florida-poll-trump-52-harris-44/,https://emersoncollegepolling.com/october-2024-florida-poll-trump-52-harris-44/,NA,https://docs.google.com/spreadsheets/d/1weOflq62_8NyRwZF3I3IFTtnQ1r9ioNJ/edit?gid=920459395#gid=920459395,NA,NA,8778,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,45.9
88876,1102,Emerson,9601185,The Hill | Nexstar,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Florida,2024-10-18,2024-10-20,213748,860,lv,lv,NA,10/23/24 09:11,https://emersoncollegepolling.com/october-2024-florida-poll-trump-52-harris-44/,https://emersoncollegepolling.com/october-2024-florida-poll-trump-52-harris-44/,NA,https://docs.google.com/spreadsheets/d/1weOflq62_8NyRwZF3I3IFTtnQ1r9ioNJ/edit?gid=920459395#gid=920459395,NA,NA,8778,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,53.6
88765,1102,Emerson,NA,NA,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,NA,2024-10-14,2024-10-16,213123,1000,lv,lv,NA,10/18/24 08:42,https://emersoncollegepolling.com/october-2024-tracking-national-poll-harris-49-trump-48/,https://emersoncollegepolling.com/october-2024-tracking-national-poll-harris-49-trump-48/,NA,https://docs.google.com/spreadsheets/d/130z_dUtgMB3_yta2v8knWxjNv9Z2HymD/edit?gid=1544401297#gid=1544401297,NA,NA,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,49.5
88765,1102,Emerson,NA,NA,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,NA,2024-10-14,2024-10-16,213123,1000,lv,lv,NA,10/18/24 08:42,https://emersoncollegepolling.com/october-2024-tracking-national-poll-harris-49-trump-48/,https://emersoncollegepolling.com/october-2024-tracking-national-poll-harris-49-trump-48/,NA,https://docs.google.com/spreadsheets/d/130z_dUtgMB3_yta2v8knWxjNv9Z2HymD/edit?gid=1544401297#gid=1544401297,NA,NA,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,49.2
88721,1102,Emerson,9601656,The Hill | Inside California Politics,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel,7,California,2024-10-12,2024-10-14,212897,1000,lv,lv,NA,10/16/24 10:18,https://emersoncollegepolling.com/october-2024-california-poll-harris-59-trump-35/,https://emersoncollegepolling.com/october-2024-california-poll-harris-59-trump-35/,NA,https://docs.google.com/spreadsheets/d/18YPFYiD3uv_ehRX03Jp2MtsJXQOkvjrg/edit?gid=1255775821#gid=1255775821,NA,NA,8762,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,61
88721,1102,Emerson,9601656,The Hill | Inside California Politics,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel,7,California,2024-10-12,2024-10-14,212897,1000,lv,lv,NA,10/16/24 10:18,https://emersoncollegepolling.com/october-2024-california-poll-harris-59-trump-35/,https://emersoncollegepolling.com/october-2024-california-poll-harris-59-trump-35/,NA,https://docs.google.com/spreadsheets/d/18YPFYiD3uv_ehRX03Jp2MtsJXQOkvjrg/edit?gid=1255775821#gid=1255775821,NA,NA,8762,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,36.6
88606,1102,Emerson,1185,Nexstar,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Arizona,2024-10-05,2024-10-08,212185,1000,lv,lv,NA,10/10/24 08:53,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,NA,https://docs.google.com/spreadsheets/d/1KdGpVQ0P7AVCDB5vsfoukqF6tS2ghVAo/edit?gid=1979448346#gid=1979448346,NA,NA,8759,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,48.2
88606,1102,Emerson,1185,Nexstar,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Arizona,2024-10-05,2024-10-08,212185,1000,lv,lv,NA,10/10/24 08:53,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,NA,https://docs.google.com/spreadsheets/d/1KdGpVQ0P7AVCDB5vsfoukqF6tS2ghVAo/edit?gid=1979448346#gid=1979448346,NA,NA,8759,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,50.5
88607,1102,Emerson,1185,Nexstar,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Georgia,2024-10-05,2024-10-08,212186,1000,lv,lv,NA,10/10/24 08:53,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,NA,https://docs.google.com/spreadsheets/d/1KdGpVQ0P7AVCDB5vsfoukqF6tS2ghVAo/edit?gid=1979448346#gid=1979448346,NA,NA,8781,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,49.8
88607,1102,Emerson,1185,Nexstar,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Georgia,2024-10-05,2024-10-08,212186,1000,lv,lv,NA,10/10/24 08:53,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,NA,https://docs.google.com/spreadsheets/d/1KdGpVQ0P7AVCDB5vsfoukqF6tS2ghVAo/edit?gid=1979448346#gid=1979448346,NA,NA,8781,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,49.7
88608,1102,Emerson,1185,Nexstar,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Michigan,2024-10-05,2024-10-08,212187,950,lv,lv,NA,10/10/24 08:53,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,NA,https://docs.google.com/spreadsheets/d/1KdGpVQ0P7AVCDB5vsfoukqF6tS2ghVAo/edit?gid=1979448346#gid=1979448346,NA,NA,8820,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,49.7
88608,1102,Emerson,1185,Nexstar,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Michigan,2024-10-05,2024-10-08,212187,950,lv,lv,NA,10/10/24 08:53,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,NA,https://docs.google.com/spreadsheets/d/1KdGpVQ0P7AVCDB5vsfoukqF6tS2ghVAo/edit?gid=1979448346#gid=1979448346,NA,NA,8820,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,49.6
88609,1102,Emerson,1185,Nexstar,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Nevada,2024-10-05,2024-10-08,212188,900,lv,lv,NA,10/10/24 08:53,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,https://emersoncollegepolling.com/october-2024-state-polls-mixed-movement-across-swing-states-shows-dead-heat/,NA,https://docs.google.com/spreadsheets/d/1KdGpVQ0P7AVCDB5vsfoukqF6tS2ghVAo/edit?gid=1979448346#gid=1979448346,NA,NA,8857,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,49.2
